id,review_body
2950,"Produit non qualitatif,pas d'élastique,tissus très très fin .Idéal pour enfant en cours d'apprentissage propreté."
2951,Très mauvaise qualité
2952,"Je n'ai pas encore pris le temps de l'installer, mais cela va se faire sous peux. je donnerais donc un avis plus éclairé bientôt. C'est un matériel que je connais de réputation."
2953,Ravie de mon achat! J’ai mis un temps à trouvé la clé usb de connexion mais sinon impeccable. Emballage au top
2954,Le pack Microsoft. Classique. Envoi par mail rapide.
2955,"produit bien protéger a l'envoie, livraison rapide. chargeur léger, charge ultra rapide, portatif et esthétique. je recommande ce produit."
2956,"Bonne facture pour le prix, on aime le système d’attache de Samsung garder pour le produit, le cuir s’use à la longue, je ne met pas la note maximum car je met une réserve sur la tenue sur le long terme."
2957,"Acheté pour un cadeau d’anniversaires, je pensais que la palette serait plus grande. De plus l’envoi c’est fait très mal aucun emballage étiquetage dessus. Déçu à voir maintenant si le maquillage et de qualité"
2958,Ne fonctionne pas... tout simplement...
2959,bon produit souple mais coque de protection trop présente j ai pris une taille au dessus du coup trop grande
2960,"Bien qu'un message sur le téléphone m'indiquant la livraison aujourd'hui, toujours rien. C'est dommage car pour moi cela n'est pas sérieux. A croire que plus personne ne veux travailler. Sincèrement"
2961,"Bonjour, La cartouche fonctionne bien, imprime correctement. Toutefois je ne peux pas lire le niveau de la cartouche, du fait qu'elle est remanufacturé. C'est un peu embêtant mais pour le prix ca vaut le coup. Je recommande !"
2962,J'étais sensé recevoir un livre neuf. J'ai reçu un livre aux pages jaunies et écornées par divers lecteurs. Vu sont coût je ne m'engage pas dans des procédures de retours. J'attendrai la réédition prochaine pour le commander au même prix mais cette fois directement à l'éditeur.
2963,"Coque très belle, rigide et solide protège bien le téléphone Bouton difficile a appuyé mais a par sa rien a redire"
2964,"Portes qui s'ouvrent mal et craquent, rampe de lancement ou les voitures ne passent pas. Un plastique fin et des pièces de très mauvaises qualités, bref je vais voir pour le renvoyer car ce cadeau de noël est une déception. Edit: Produit payé 13 euros et c’était deja cher vu la qualité"
2965,"très bon produit pour un novice en cuisine comme moi. très utile et facile d'utilisation. (Seb c'est toujours aussi bien !… :) … ) seul bémol, pas assez de recettes de base dans le livret joint. (mais on trouve facilement sur internet)"
2966,Reçu aujourd hui plus qu'à testé.
2967,Pour fait mes petits fours
2968,"Je viens de recevoir mon kit nouveau né MAM . Colis reçu ouvert, déchirer, trouer et sans emballage de protections à même le carton des biberons donc assez déçu à ce niveau ! Forte heureusement rien ne manque et rien es abîmé ."
2969,"Article non reçu une 1ère fois, n'a pas était remboursé... Article recommandé et là, très déçue de la qualité...pas souple du tout ! Autant se laver avec du papier à poncer... Article retourné..."
2970,"Ces gants sont trés bien,mais pour ma part ils sont trop serrant ou trop petit ,je port la taille 11"
2971,"Emporte-pieces petits mais vu le prix, cest plus que normal! Mon fils les adore, cest le principal. Demain nous ferons des délicieux petits sablés, ils seront top!"
2972,"Le produit est bien, en Aluminium, on peut imaginer qu'il ne rouillera pas. Super compliqué à monter à cause de 2 petites vis de rien qui ne tiennent pas à leur place Dommage"
2973,C est nikel franchement
2974,"Pour ce nouvel opus de l'un des plus célèbres jeux vidéo, l'envie de combiner achat de PS4 + FIFA 18 était forte. Y céder était d'une simplicité enfantine et le plaisir en est que plus intense."
2975,Très bon produit. La corde est de bonne qualité tout comme l'attache. Je n'ai pas de gros poignet mais il me va très bien. Livré dans une jolie boîte cadeau . Idéal pour un cadeau
2976,C est censé être un cadeau. L emballage n etait pas approprié.
2977,"Attention cette voiture est de la taille « majorette », bien plus petite et plus cheap que les matel. Elle arrive directement de Chine... J’ai l’impression de m’être fait arnaquer sur le descriptif"
2978,"Ce produit ne correspond pas à ma demande. Le verre n'étant pas coller sur toute la surface, le tactile ne fonctionne pas bien."
2979,"Le filament Green a des problèmes de première couche, bizarre c’est la première fois que cela arrive avec Sunlu.... Obligé d’augmenter la température"
2980,Je voulais une vitre de protection mais en sortant du paquet j'ai vu que ce n'était qu'un simple filme de protection. Alors que sur ma barre de recherche j'avais bien précisé vitre de protection. Un peu déçu.
2981,Très utile pour accompagner mon thermos de thé tous les jours. La double enveloppe est très utile et permet de ne pas se brûler avec le thé bouillant. Je suis très satisfaite de ces verres et je les recommande.
2982,Hello Comment gonfler les gros coeurs ? Avez-vous réussi à les gonfler avec quel pompes !!!!! Faut-il utiliser de hélium pour les petits ballons ? Merci des renseignements
2983,Commander le 3 novembre toujours rien reçu à ce jour. Merci de faire le nécessaire pour le remboursement
2984,article et livraison correct.
2985,Le cable ne tient pas bien du tout a son embout qui se trouve dans le telephone. Meme en voiture avec le telephone posé il se déconnecte tout le temps.
2986,"Il manque une etiquette sur chaque boîte avec la couleur, mais bon, avec une torche UV et une chambre fermée c'est bon. A part ça, tout bon, on verra pour la mise en place..."
2987,"Solide simple et adaptée au pc 17"" HP avec une poche avant ou on peut y ranger le chargeur"
2988,"pas de bruit, qualité prix parfait. Maximum pour un aquarium de 240 l tout dépend des poissons. je le conseil"
2989,Fait son travail et reste au chaud toute la nuit
2990,Je n'est jamais reçu cet envoi; l'adresse fourni est bien correct ; sur vous plait me revenir au plus vite
2991,ravi de mon achat arrivé à la date prévu en très bon état histoire des bretons très drole lu et relu pourtant
2992,Pyjama non réceptionner
2993,"Produit Conforme à mes attentes, je recommande vivement"
2994,"le sujet est intéressant ! mais la schizophrénie ou la prophétie ou la voyance, c'est le côté dérangeant de l'histoire. Certes l'auteur a peut-être voulu nous troubler, nous perdre, mais ce n'est pas à mon goût. Je préfère le concret"
2995,Achat inutile téléphone HS
2996,correspond à la description technique Attention peut se plié facilement
2997,"La pierre s’effrite complètement, en même temps pour le prix..."
2998,"Je cherchais un système qui empêche les remontées de mauvaises odeurs des canalisations, or ce n'est pas efficace à 100%"
2999,Mal cousu. Se decoud de tous les côtés. Pattes côté etc. Dommage car très jolie et très agréable en bouillotte.
3000,Sa fonctionne mais ne vous attendez pas a voir comme dans le pub car sa enleve juste un peu. Le faire de temps en temps
3001,"Extrêmement déçu. Après 3 semaines de préparation de la calebasse (et ce n'est pas ma première!), toujours une fuite énorme en dessous. Je vais finir par y mettre de la colle à bois!!! La prochaine fois j'achèterai ailleurs, tant pis."
3002,Le café est bien trop Léger!
3003,Je suis très déçue par la lenteur de cette cafetière !! Il ne faut pas être pressée de boire son café !!
3004,"J'ai commandé il y a plus de 4 semaines, et encore je n'ai pas reçu."
3005,Mauvais choix. Notice succincte. Impossible de me connecter à mon smartphone. Cette oreillette relève plus du gadget que d'un appareil fiable.
3006,"Très bon produit, facile à installer, resistant"
3007,L'indicateur de charge ne s'arrête pas de clignoter quand une batterie Canon est chargée. Avec les batteries fournies la pleine charge est bien indiquée. Je vais en commander un autre en espérant ne pas avoir le même problème
3008,Parfait pour le travail pour ranger scie à métaux marteaux burin tourne vis plein d'outil quoi plein de poche de rangement
3009,"Un tout petit déçue, car j'attendais une labradorite avec une dominance de bleu, comme sur le cliché de présentation, celle que je viens de recevoir est tristement grise, avec peu de reflets. La pierre est de belle taille, et la chaîne livrée avec très jolie ; le montage de la pierre est fait avec soin, c'est tout de même un bel article, dommage pour la couleur non conforme, il faut bien avoir à l'esprit que toutes les pierres sont différentes, mais bon, j'aurai aimé qu'elle soit bleue ; bien emballée, bien protégée, avec un petit pochon de velours pour l'offrir éventuellement ;"
3010,Bonsoir Je ne peux répondre à votre demande car je n'ai toujours pas réceptionner cette veste de jogging Ce qui commence à m'inquiéter un peu J'attends donc de vos nouvelles
3011,Très jolie et je recommande ce produit
3012,Ce n'est pas le produit que je critique comme il est jamais arrivé chez moi et que je ne suis pas tenu au courant de la livraison.
3013,bâche de qualité. nous sommes très satisfait de notre achat
3014,"Très bon coque, s'adapte très bien et très jolie je suis contente de l'article recommandable les personnes qui aiment l'article"
3015,Tres bon produit reçu très rapidement. La couleur rouge est sympa dommage quand même qu'on ne puisse pas choisir sa couleur
3016,Bien reçue mais le soucis c’est que le gel Ne tient pas du tout au bout de deux jours le gel se décolle surtout les doigts quelle honte alors que je travaille avec des clientes elles reviennent toutes me dire que le gel ne tient pas je suis très déçu je me disais bien qu’ils étaient pas cher mais j’ai quand même payé de l’argent et du coup je vais plus m’en servir quel gâchis
3017,"Bonne radio, pratique et transportable quasiment partout. Seul soucis le câble d'alimentation ne fonctionne pas bien du tout."
3018,"Je trouve la description un peu mensongère car le verre est tout sauf épais. Sinon, c’est une carafe qui fait un boulot de carafe ;-) Du coup si vous cherchez une carafe légère elle est faite pour vous"
3019,"Indispensable avec le landeau! Ma fille se plaît beaucoup à jouer avec, promenade ombrelle, sac...."
3020,Il est jamais arrivé...
3021,Il ceux dégonfle le canapé Dommage
3022,Elles se cassent très vite
3023,"Quelques petits défauts dans le bois, rafistoler avec du mastic.... Un peu petit, idéal pour lapin nain."
3024,Bon produit compatible avec mon véhicule parfait .merci
3025,"Très bon rapport qualité/ prix, fonctionne très bien et produit plutôt jolie."
3026,"Montage assez difficile, produit de qualité moyenne, mais fait le travail comme il faut. 2 pinces pour maintenir les cartes électroniques, pied pour fer a souder compartiment à eponge pour le fer a souder, même une led pour eclairer et une loupe pour mieux voir. On peut alimenter la led via prise secteur fournie ou même par piles. Je trouve ça top."
